block|n|blɒk|блок; квартал
board|n|bɔːd|дошка; рада
bookshelf|n|ˈbʊkʃɛlf|книжкова полиця
brick|n|brɪk|цегла
brush|n|brʌʃ|щітка
bucket|n|ˈbʌkɪt|відро
bulb|n|bʌlb|цибулина; лампочка
candle|n|ˈkændl|свічка
carpet|n|ˈkɑːrɪt|килим
cassette player|n|kəˈsɛt ˈpleɪər|магнітофон
ceiling|n|ˈsiːlɪŋ|стеля
cellar|n|ˈsɛlər|підвал
central heating|n|ˈsɛntrəl ˈhiːtɪŋ|центральне опалення
chair|n|ʧeər|стілець
channel|n|ˈʧænəl|канал; прохід
chest of drawers|n|ˌʧɛst əv ˈdrɔːrz|комод
chimney|n|ˈʧɪmni|димар; комин
cloakroom|n|ˈkləʊkruːm|гардероб
clock|n|klɒk|годинник
coal|n|koʊl|вугілля
computer|n|kəmˈpjuːtər|комп'ютер
cooker|n|ˈkʊkər|плита; кухонна піч
corridor|n|ˈkɒrɪdɔːr|коридор
cottage|n|ˈkɒtɪdʒ|котедж; садиба
cupboard|n|ˈkʌbəd|шафа; буфет
curtain|n|ˈkɜːtn|занавіска; штора
cushion|n|ˈkʊʃən|подушка; м'яка підкладка
desk|n|dɛsk|стіл; письмовий стіл
digital|adj|ˈdɪdʒɪtəl|цифровий
dining room dish|n|ˌdaɪnɪŋ ruːm dɪʃ|страва для їдальні
dishwasher|n|ˈdɪʃˌwɒʃər|посудомийна машина
door|n|dɔːr|двері
downstairs|adv|ˌdaʊnˈsteəz|вниз по сходах; на першому поверсі
drawer|n|ˈdrɔːr|ящик
dustbin|n|ˈdʌstbɪn|сміттєвий бак; кошик для сміття
duvet|n|ˈdjuːveɪ|ковдра; пухова ковдра
electric|adj|ɪˈlɛktrɪk|електричний
entrance|n|ˈɛntrəns|вхід; в'їзд
fan|n|fæn|вентилятор; фанат
fence|n|fɛns|паркан; огорожа
flat|adj|flæt|плоский; рівний
flatmate|n|ˈflætˌmeɪt|сусід по квартирі
floor|n|flɔːr|підлога; поверх
freezer|n|ˈfriːzər|морозильник; холодильник
fridge|n|frɪdʒ|холодильник
frying pan|n|ˈfraɪɪŋ pæn|сковорода
furnished|adj|ˈfɜːnɪʃt|мебльований; обставлений
furniture|n|ˈfɜːnɪtʃər|меблі; обстановка
garage|n|ˈɡærɑːʒ|гараж
garden|n|ˈɡɑːrdən|сад
gas|n|ɡæs|газ
gate|n|ɡeɪt|ворота
grill|v/n|ɡrɪl|гриль; смажити на грилі
ground|n|ɡraʊnd|земля; ґрунт
hall|n|hɔːl|зал; коридор
handle|v/n|ˈhændəl|обробляти; ручка
heat|n/v|hiːt|тепло; нагрівати
hedge|n|hɛdʒ|жива огорожа
hi-fi|n|ˌhaɪˈfaɪ|аудіосистема високої якості
house|n|haʊs|будинок
housewife|n|ˈhaʊsˌwaɪf|домогосподарка
housework|n|ˈhaʊsˌwɜːk|домашня робота
iron|n/v|ˈaɪən|залізо; прасувати
jug|n|dʒʌɡ|глечик
kettle|n|ˈkɛtəl|чайник
kitchen|n|ˈkɪtʃɪn|кухня
ladder|n|ˈlædə|драбина
lamp|n|læmp|лампа
landlady|n|ˈlændˌleɪdi|господиня; власниця будинку
landlord|n|ˈlændˌlɔːd|господар; власник будинку
laptop|n|ˈlæpˌtɒp|ноутбук
laundry|n|ˈlɔːndri|пральня; прання
lavatory|n|ˈlævətəri|туалет
lawn|n|lɔːn|газон
lift|v/n|lɪft|піднімати; ліфт
light|n/adj|laɪt|світло; легкий
living-room|n|ˈlɪvɪŋ ruːm|вітальня
lock|v/n|lɒk|замикати; замок
lounge|n|laʊndʒ|вітальня; хол
machine|n|məˈʃiːn|машина; апарат
microwave|n|ˈmaɪkrəweɪv|мікрохвильовка
mirror|n|ˈmɪrə|дзеркало
mug|n|mʌɡ|кружка
neighbour|n|ˈneɪbər|сусід
oil|n|ɔɪl|олія; нафта
oven|n|ˈʌvən|духовка
pan|n|pæn|сковорода
path|n|pɑːθ|стежка; шлях
pillow|n|ˈpɪləʊ|подушка
pipe|n|paɪp|труба
plant|n|plɑːnt|рослина
plug in|v|ˈplʌɡ ɪn|вставити вилку
plug|n|plʌɡ|вилка; пробка
property|n|ˈprɒpərti|власність; майно
radio|n|ˈreɪdiəʊ|радіо
refrigerator|n|rɪˈfrɪdʒəreɪtər|холодильник
rent|v|rɛnt|орендувати
repair|v|rɪˈpeər|ремонтувати
roof|n|ruːf|дах
room|n|ruːm|кімната
roommate|n|ˈruːmˌmeɪt|сусід по кімнаті
rubbish|n|ˈrʌbɪʃ|сміття
seat|n|siːt|сидіння
sheet|n|ʃiːt|аркуш; простирадло
shelf|n|ʃɛlf|полиця
shower|n|ˈʃaʊər|душ
sink|v|sɪŋk|тонути; раковина (для миття посуду)
sitting room|n|ˈsɪtɪŋ ruːm|NULL|вітальня
sofa|n|ˈsəʊfə|4833|диван
stairs|n|stɛərz|NULL|сходи
step|n|stɛp|1037|крок; ступінь
surround|v|səˈraʊnd|оточувати
switch|v|swɪtʃ|перемикати
table-cloth|n|ˈteɪblˌklɒθ|скатертина
table|n|ˈteɪbl|стіл
tap|n|tæp|краник; кран
telephone|n|ˈtɛlɪˌfoʊn|телефон
television|n|ˈtɛlɪˌvɪʒən|телевізор
toilet|n|ˈtɔɪlət|туалет
tool|n|tuːl|інструмент
towel|n|ˈtaʊəl|рушник
tower|n|ˈtaʊər|вежа
toy|n|tɔɪ|іграшка
upstairs|adv|ˌʌpˈsteərz|нагору; на верхньому поверсі
vase|n|veɪz|NULL|ваза
video|n|ˈvɪdiəʊ|1113|відео
video recorder|n|ˈvɪdiəʊ rɪˈkɔːdər|відеомагнітофон
videotape|n|ˈvɪdiəʊteɪp|відеокасета
wall|n|wɔːl|стіна
wash-basin|n|ˈwɒʃˌbeɪsn|умивальник
washing|n|ˈwɒʃɪŋ|прання
wastepaper basket|n|ˈweɪstpeɪpər ˌbɑːskɪt|NULL|кошик для сміття
WC|n|ˌdʌbəljuːˈsiː|NULL|туалет
window|n|ˈwɪndəʊ|вікно

Category: Language
advanced|adj|ədˈvænst|просунутий
answer|n/v|ˈænsər|відповідь; відповідати
argue|v|ˈɑːɡjuː|сперечатися
ask|v|ɑːsk|питати
beginner|n|bɪˈɡɪnər|початківець
chat|v|ʧæt|балакати; спілкуватися
communicate|v|kəˈmjuːnɪkeɪt|спілкуватися
communication|n|kəˌmjuːnɪˈkeɪʃən|комунікація; спілкування
elementary|adj|ˌɛlɪˈmɛntəri|початковий; елементарний
email|n|ˈiːmeɪl|електронна пошта
grammar|n|ˈɡræmə|граматика
intermediate|adj/n|ˌɪntəˈmiːdiət|середній; проміжний
interpret|v|ɪnˈtɜːprɪt|тлумачити; перекладати
joke|n/v|dʒəʊk|жарт; жартувати
letter|n|ˈlɛtər|лист; буква
mean|v/adj|miːn|означати; середній; жорстокий
meaning|n|ˈmiːnɪŋ|значення
mention|v/n|ˈmɛnʃən|згадувати; згадка
message|n|ˈmɛsɪdʒ|повідомлення; послання
pronounce|v|prəˈnaʊns|вимовляти
pronunciation|n|prəˌnʌnsiˈeɪʃən|вимова
question|n|ˈkwɛstʃən|питання
say|v|seɪ|говорити
sentence|n|ˈsɛntəns|речення; вирок
shout|v|ʃaʊt|кричати
speak|v|spiːk|говорити
talk|v|tɔːk|говорити
tell|v|tɛl|розповідати; говорити
translate|v|trænsˈleɪt|перекладати
translation|n|trænsˈleɪʃən|переклад
vocabulary|n|vəˈkæbjʊləri|словниковий запас
word|n|wɜːd|слово

Category: Months of the year
January|n|ˈdʒænjuəri|NULL|січень
February|n|ˈfɛbruəri|NULL|лютий
March|n|mɑːrtʃ|NULL|березень
April|n|ˈeɪprəl|NULL|квітень
May|n|meɪ|NULL|травень
June|n|dʒuːn|NULL|червень
July|n|dʒuːˈlaɪ|NULL|липень
August|n|ˈɔːɡəst|NULL|серпень
September|n|sɛpˈtɛmbər|NULL|вересень
October|n|ɑːkˈtoʊbər|NULL|жовтень
November|n|noʊˈvɛmbər|NULL|листопад
December|n|dɪˈsɛmbər|NULL|грудень

Category: Seasons of the year
spring|n|sprɪŋ|NULL|весна
summer|n|ˈsʌmər|NULL|літо
autumn|n|ˈɔːtəm|NULL|осінь
winter|n|ˈwɪntər|NULL|зима

Category: Ordinal numbers
first|adj|fɜːrst|NULL|перший
second|adj|ˈsɛkənd|NULL|другий
third|adj|θɜːrd|NULL|третій
fourth|adj|fɔːrθ|NULL|четвертий
fifth|adj|fɪfθ|NULL|п'ятий
sixth|adj|sɪksθ|NULL|шостий
seventh|adj|ˈsɛvnθ|NULL|сьомий
eighth|adj|eɪtθ|NULL|восьмий
ninth|adj|naɪnθ|NULL|дев'ятий
tenth|adj|tɛnθ|NULL|десятий

Category: Personal Feelings and Experiences (Adjectives)
able|adj|ˈeɪbəl|здатний; спроможний
afraid|adj|əˈfreɪd|наляканий
amazed|adj|əˈmeɪzd|вражений
amazing|adj|əˈmeɪzɪŋ|вражаючий
amusing|adj|əˈmjuːzɪŋ|забавний
angry|adj|ˈæŋɡri|сердитий
annoyed|adj|əˈnɔɪd|роздратований
anxious|adj|ˈæŋkʃəs|тривожний
ashamed|adj|əˈʃeɪmd|сором'язливий
awful|adj|ˈɔːfl|жахливий
bored|adj|bɔːrd|нудьгуючий; засмучений
boring|adj|ˈbɔːrɪŋ|нудний
bossy|adj|ˈbɒsi|начальницький
brave|adj|breɪv|хоробрий
brilliant|adj|ˈbrɪljənt|блискучий; геніальний
calm|adj|kɑːm|спокійний
challenging|adj|ˈʧælɪndʒɪŋ|викличний
cheerful|adj|ˈʧɪəfʊl|веселий; радісний
clever|adj|ˈklɛvər|розумний; кмітливий
confident|adj|ˈkɒnfɪdənt|впевнений
crazy|adj|ˈkreɪzi|божевільний; шалений
cruel|adj|ˈkruːəl|жорстокий
curious|adj|ˈkjʊərɪəs|цікавий; допитливий
delighted|adj|dɪˈlaɪtɪd|радісний; задоволений
depressed|adj|dɪˈprɛst|депресивний
difficult|adj|ˈdɪfɪkəlt|складний; важкий
disappointed|adj|ˌdɪsəˈpɔɪntɪd|розчарований
dizzy|adj|ˈdɪzi|запаморочливий; безглуздий
easy|adj|ˈiːzi|легкий; простий
embarrassed|adj|ɪmˈbærəst|засоромлений; незручний
embarrassing|adj|ɪmˈbærəsɪŋ|незручний; соромливий
excited|adj|ɪkˈsaɪtɪd|збуджений; захоплений
exciting|adj|ɪkˈsaɪtɪŋ|захоплюючий; цікавий
fantastic|adj|fænˈtæstɪk|фантастичний; чудовий
fit|adj|fɪt|підходящий; здоровий
fond|adj|fɒnd|ніжний; прихильний
frightened|adj|ˈfraɪtənd|переляканий
funny|adj|ˈfʌni|смішний; кумедний
generous|adj|ˈdʒɛnərəs|щедрий
gentle|adj|ˈdʒɛntl|лагідний; ніжний
glad|adj|ɡlæd|радий
guilty|adj|ˈɡɪlti|винний
happy|adj|ˈhæpi|щасливий
hard|adj/adv|hɑːd|важкий; важко
healthy|adj|ˈhɛlθi|здоровий
intelligent|adj|ɪnˈtɛlɪdʒənt|розумний; інтелігентний
jealous|adj|ˈdʒɛləs|ревнивий
keen|adj|kiːn|гострий; захоплений
lazy|adj|ˈleɪzi|лінивий
lucky|adj|ˈlʌki|щасливий
mad|adj|mæd|божевільний; сердитий
merry|adj|ˈmɛri|веселий; радісний
miserable|adj|ˈmɪzərəbəl|нещасний; жалюгідний
negative|adj|ˈnɛɡətɪv|негативний
nervous|adj|ˈnɜːvəs|нервовий
noisy|adj|ˈnɔɪzi|шумний
normal|adj|ˈnɔːməl|нормальний
old-fashioned|adj|ˌoʊldˈfæʃənd|старомодний
ordinary|adj|ˈɔːrdənəri|звичайний
original|adj|əˈrɪdʒənəl|оригінальний
patient|n|ˈpeɪʃənt|пацієнт; терплячий
personal|adj|ˈpɜːrsənəl|особистий
pleasant|adj|ˈplɛzənt|приємний
positive|adj|ˈpɒzɪtɪv|позитивний
punctual|adj|ˈpʌŋktʃuəl|пунктуальний
realistic|adj|ˌrɪəˈlɪstɪk|реалістичний
reasonable|adj|ˈriːzənəbl|розумний; доступний
relaxed|adj|rɪˈlækst|розслаблений
reliable|adj|rɪˈlaɪəbl|надійний
rich|adj|rɪtʃ|багатий
rude|adj|ruːd|грубий; нечемний
sad|adj|sæd|сумний
satisfied|adj|ˈsætɪsfaɪd|задоволений
serious|adj|ˈsɪəriəs|серйозний
skilled|adj|skɪld|кваліфікований
slim|adj|slɪm|стрункий
smart|adj|smɑːrt|розумний; елегантний
special|adj|ˈspɛʃəl|спеціальний; особливий
strange|adj|streɪndʒ|дивний; незвичайний
strong|adj|strɒŋ|сильний; міцний
stupid|adj|ˈstjuːpɪd|дурний
sure|adj|ʃʊər|впевнений; точно
surprised|adj|səˈpraɪzd|здивований
terrible|adj|ˈtɛrəbl|жахливий
tired|adj|ˈtaɪərd|втомлений
true|adj|truː|правдивий
typical|adj|ˈtɪpɪkəl|типовий
unable|adj|ʌnˈeɪbl|нездатний
unusual|adj|ʌnˈjuːʒʊəl|незвичайний
well|adv|wɛl|добре
wonderful|adj|ˈwʌndəfʊl|чудовий

Category: Places:-Buildings
apartment block|n|əˈpɑːrtmənt blɒk|блок квартир
bank|n|bæŋk|банк
block of flats|n|blɒk əv ˈflæts|блок квартир
bookshop|n|ˈbʊkʃɒp|книгарня
cafe|n|ˈkæfeɪ|кафе
castle|n|ˈkæsəl|замок
cathedral|n|kəˈθiːdrəl|собор
church|n|ʧɜːʧ|церква
cinema|n|ˈsɪnəmə|кінотеатр
clinic|n|ˈklɪnɪk|клініка
club|n|klʌb|клуб
college|n|ˈkɒlɪdʒ|коледж
cottage|n|ˈkɒtɪdʒ|котедж; садиба
department|n|dɪˈpɑːtmənt|відділ; департамент
factory|n|ˈfæktəri|фабрика; завод
gallery|n|ˈɡæləri|галерея
garage|n|ˈɡærɑːʒ|гараж
guest-house|n|ˈɡɛstˌhaʊs|гостьовий будинок
hospital|n|ˈhɒspɪtəl|лікарня
hotel|n|həʊˈtɛl|готель
house|n|haʊs|будинок
kiosk|n|ˈkiːɒsk|кіоск
library|n|ˈlaɪbrəri|бібліотека
mosque|n|mɒsk|мечеть
museum|n|mjuˈziːəm|музей
office block|n|ˈɒfɪs blɒk|офісний блок
palace|n|ˈpæləs|палац
police station|n|pəˈlis ˈsteɪʃən|поліцейська дільниця
post office|n|ˈpoʊst ˈɒfɪs|пошта; поштове відділення
prison|n|ˈprɪzn|в'язниця
ruin|v|ˈruːɪn|руйнувати
school|n|skuːl|школа
shop|n|ʃɒp|магазин
sports centre|n|ˈspɔːrts ˌsɛntər|спортивний центр
stadium|n|ˈsteɪdiəm|стадіон
store|n|stɔːr|магазин; склад
supermarket|n|ˈsuːpərˌmɑːrkɪt|супермаркет
swimming pool|n|ˈswɪmɪŋ puːl|басейн
theatre|n|ˈθɪətər|театр
tower|n|ˈtaʊər|вежа
university|n|ˌjuːnɪˈvɜːrsɪti|універсітет

Category: Places:-Countryside
area|n|ˈeəriə|район; область
bay|n|beɪ|затока
beach|n|biːʧ|пляж
canal|n|kəˈnæl|канал
cliff|n|klɪf|скеля; урвище
desert|n|ˈdɛzərt|пустеля
earth|n|ɜːθ|земля; планета
farm|n|fɑːm|ферма; господарство
field|n|fiːld|поле; ділянка
forest|n|ˈfɒrɪst|ліс; лісова місцевість
harbour|n|ˈhɑːbə|гавань
hill|n|hɪl|пагорб
island|n|ˈaɪlənd|острів
lake|n|leɪk|озеро
land|n/v|lænd|земля; приземлятися
mountain|n|ˈmaʊntən|гора
ocean|n|ˈoʊʃən|океан
path|n|pɑːθ|стежка; шлях
port|n|pɔːrt|порт
quay|n|kiː|пристань
railway|n|ˈreɪlweɪ|залізниця
rainforest|n|ˈreɪnˌfɒrɪst|тропічний ліс
region|n|ˈriːdʒən|регіон; область
river|n|ˈrɪvər|річка
rock|n|rɒk|скеля; камінь
sand|n|sænd|пісок
scenery|n|ˈsiːnəri|пейзаж; декорації
sea|n|siː|море
seaside|n|ˈsiːˌsaɪd|узбережжя
sky|n|skaɪ|небо
soil|n|sɔɪl|ґрунт; земля
stream|n|striːm|потік; струмок
valley|n|ˈvæli|долина
village|n|ˈvɪlɪdʒ|село
waterfall|n|ˈwɔːtəfɔːl|водоспад
wood|n|wʊd|дерево; ліс

Category: Places:-Town-and-City
airport|n|ˈeərpɔːrt|аеропорт
bridge|n|brɪdʒ|міст
bus station|n|bʌs ˈsteɪʃən|автобусна станція
bus stop|n|bʌs stɒp|автобусна зупинка
car park|n|ˈkɑː pɑːrk|автостоянка
city centre|n|ˌsɪti ˈsɛntər|центр міста
comer|n|ˈkʌmər|прибулець; новачок
crossing|n|ˈkrɒsɪŋ|перехід; перехрестя
crossroads|n|ˈkrɒsroʊdz|перехрестя
fountain|n|ˈfaʊntɪn|фонтан; джерело
market|n|ˈmɑːkɪt|ринок; базар
motorway|n|ˈmoʊtərˌweɪ|автомагістраль
park|n|pɑːrk|парк
pavement|n|ˈpeɪvmənt|тротуар
petrol station|n|ˈpɛtrəl ˈsteɪʃən|заправна станція
playground|n|ˈpleɪɡraʊnd|ігровий майданчик
road|n|roʊd|дорога
roundabout|n|ˈraʊndəbaʊt|кругове перехрестя
route|n|ruːt|маршрут
shopping centre|n|ˈʃɒpɪŋ ˌsɛntər|торговий центр
signpost|n|ˈsaɪnˌpoʊst|вказівник; стовп з дорожніми знаками
square|n|skwɛər|площа; квадрат
station|n|ˈsteɪʃən|станція
subway|n|ˈsʌbweɪ|метро; підземний перехід
taxi rank|n|ˈtæksi ræŋk|стоянка таксі
tunnel|n|ˈtʌnl|тунель
turning|n|ˈtɜːrnɪŋ|поворот
underground|adj|ˈʌndərˌɡraʊnd|підземний
zoo|n|zuː|зоопарк

Category: Services
bank|n|bæŋk|банк
cafe|n|ˈkæfeɪ|кафе
cinema|n|ˈsɪnəmə|кінотеатр
dentist|n|ˈdɛntɪst|стоматолог
doctor|n|ˈdɒktər|лікар
dry cleaner|n|ˌdraɪ ˈkliːnər|хімчистка
gallery|n|ˈɡæləri|галерея
garage|n|ˈɡærɑːʒ|гараж
guest-house|n|ˈɡɛstˌhaʊs|гостьовий будинок
hairdresser|n|ˈheəˌdresə|перукар
hotel|n|həʊˈtɛl|готель
library|n|ˈlaɪbrəri|бібліотека
museum|n|mjuˈziːəm|музей
post office|n|ˈpoʊst ˈɒfɪs|пошта; поштове відділення
restaurant|n|ˈrɛstərɒnt|ресторан
sports centre|n|ˈspɔːrts ˌsɛntər|спортивний центр
swimming pool|n|ˈswɪmɪŋ puːl|басейн
theatre|n|ˈθɪətər|театр

Category: Shopping
advertise|v|ˈædvətaɪz|рекламувати
assistant|n|əˈsɪstənt|помічник
bill|n|bɪl|рахунок; банкнота
book|n|bʊk|книга
buy|v|baɪ|купувати
cash|n|kæʃ|готівка
change|v|ʧeɪndʒ|змінювати; міняти
cheap|adj|ʧiːp|дешевий
cheque|n|ʧɛk|чек
choose|v|ʧuːz|вибирати; обирати
collect|v|kəˈlɛkt|збирати; колекціонувати
complain|v|kəmˈpleɪn|скаржитися
cost|v|kɒst|коштувати
credit card|n|ˈkrɛdɪt kɑːrd|кредитна картка
customer|n|ˈkʌstəmər|клієнт; покупець
dear|adj|dɪər|дорогий; любий
deposit|n|dɪˈpɒzɪt|депозит; застава
exchange|v|ɪksˈtʃeɪndʒ|обмінювати; замінювати
expensive|adj|ɪkˈspɛnsɪv|дорогий; вартісний
hire|v/n|ˈhaɪə|наймати; оренда
inexpensive|adj|ˌɪnɛkˈspɛnsɪv|недорогий
luxury|n|ˈlʌkʃəri|розкіш
money|n|ˈmʌni|гроші
order|n|ˈɔːrdər|замовлення; порядок
pay|v|peɪ|платити
price|n|praɪs|ціна
reasonable|adj|ˈriːzənəbl|розумний; доступний
receipt|n|rɪˈsiːt|чек; квитанція
reduce|v|rɪˈdjuːs|зменшувати
reduced|adj|rɪˈdjuːst|знижений
rent|v|rɛnt|орендувати
reserve|v|rɪˈzɜːv|резервувати; зберігати
return|v|rɪˈtɜːn|повертатися
save|v|seɪv|економити; рятувати
sell|v|sɛl|продавати

Category: Sport
athlete|n|ˈæθliːt|спортсмен
athletics|n|æθˈlɛtɪks|легка атлетика
ball|n|bɔːl|м'яч; кулька
baseball|n|ˈbeɪsˌbɔːl|бейсбол
basketball|n|ˈbɑːskɪtˌbɔːl|баскетбол
bat|n|bæt|кажан; бита
boxing|n|ˈbɒksɪŋ|бокс
champion|n|ˈʧæmpɪən|чемпіон
changing room|n|ˈʧeɪndʒɪŋ ruːm|роздягальня
climbing|n|ˈklaɪmɪŋ|скелелазіння
coach|n|koʊtʃ|тренер; автобус (особливо далекого прямування)
compete|v|kəmˈpiːt|змагатися; конкурувати
competition|n|ˌkɒmpəˈtɪʃən|конкурс; змагання
court|n|kɔːt|суд; двір
cycling|n|ˈsaɪklɪŋ|велоспорт
dancing|n|ˈdænsɪŋ|танці
diving|n|ˈdaɪvɪŋ|пірнання
enter|v|ˈɛntər|входити; вписувати
fishing|n|ˈfɪʃɪŋ|риболовля
fitness|n|ˈfɪtnəs|фізична форма; здоров'я
football|n|ˈfʊtbɔːl|футбол; американський футбол
game|n|ɡeɪm|гра; матч
goal|n|ɡəʊl|мета; ворота
golf|n|ɡɒlf|гольф
gym|n|dʒɪm|спортзал
high jump|n|ˌhaɪ ˈdʒʌmp|NULL|стрибки у висоту
hit|v/n|hɪt|2227|ударити; удар
hockey|n|ˈhɒki|хокей
horse-riding|n|ˈhɔːrs ˌraɪdɪŋ|верхова їзда
ice hockey|n|ˈaɪs ˌhɒki|хокей на льоду
instructor|n|ɪnˈstrʌktə|інструктор
jogging|n|ˈdʒɒɡɪŋ|біг підтюпцем
join in|v|ˌdʒɔɪn ˈɪn|приєднуватися
kick|v|kɪk|бити ногою
locker|n|ˈlɒkə|шафка; локер
long jump|n|ˌlɒŋ ˈdʒʌmp|стрибки у довжину
match|n/v|mætʃ|матч; збіг; підходити; відповідати
motor-racing|n|ˈmoʊtər ˈreɪsɪŋ|автогонки
motorcycling|n|ˈmoʊtərˌsaɪklɪŋ|мотоциклетний спорт
net|n|nɛt|сітка
point|n|pɔɪnt|точка; значення
practice|n|ˈpræktɪs|практика
practise|v|ˈpræktɪs|практикувати
prize|n|praɪz|приз
race track|n|ˈreɪs træk|трек для перегонів
race|n|reɪs|гонка; раса
racing|n|ˈreɪsɪŋ|гонки
racket|n|ˈrækɪt|ракетка
reserve|v|rɪˈzɜːv|резервувати; зберігати
riding|n|ˈraɪdɪŋ|верхова їзда
rugby|n|ˈrʌɡbi|регбі
running|n|ˈrʌnɪŋ|біг
sail|v|seɪl|плавати під вітрилом
sailing|n|ˈseɪlɪŋ|вітрильний спорт
score|n|skɔːr|рахунок; бал
season|n|ˈsiːzn|сезон
shoot|v|ʃuːt|стріляти
shorts|n|ʃɔːrts|шорти
skateboard|n|ˈskeɪtˌbɔːrd|скейтборд
skiing|n|ˈskiːɪŋ|лижний спорт
squash|n|skwɒʃ|кабачок; гра в сквош
stadium|n|ˈsteɪdiəm|стадіон
surfing|n|ˈsɜːrfɪŋ|серфінг
swimming|n/v|ˈswɪmɪŋ|плавання; плавати
table-tennis|n|ˈteɪbl ˌtɛnɪs|настільний теніс
take part|v|ˌteɪk ˈpɑːrt|брати участь
team|n|tiːm|команда
tennis|n|ˈtɛnɪs|теніс
track suit|n|ˈtræk ˌsuːt|спортивний костюм
track|n|træk|слід; колія
train|n|treɪn|поїзд
trainer|n|ˈtreɪnər|тренер
volleyball|n|ˈvɒlibɔːl|волейбол
water skiing|n|ˌwɔːtər ˈskiːɪŋ|водні лижі

Category: The-Natural-World
animal|n|ˈænɪməl|тварина
autumn|n|ˈɔːtəm|осінь
beach|n|biːʧ|пляж
bird|n|bɜːd|птах
branch|n|bræntʃ|гілка; філія
bush|n|bʊʃ|кущ
cave|n|keɪv|печера
cliff|n|klɪf|скеля; урвище
climate|n|ˈklaɪmət|клімат
coal|n|koʊl|вугілля
coast|n|koʊst|узбережжя; берег
continent|n|ˈkɒntɪnənt|континент
countryside|n|ˈkʌntrisaɪd|сільська місцевість; природа
desert|n|ˈdɛzərt|пустеля
dolphin|n|ˈdɒlfɪn|дельфін
duck|n|dʌk|качка
earth|n|ɜːθ|земля; планета
elephant|n|ˈɛlɪfənt|слон
environment|n|ɪnˈvaɪrənmənt|858|середовище; навколишнє середовище
fall|n|fɔːl|1013|падіння; осінь (американський варіант)
fall|v|fɔːl|1013|падати; впасти
farmland|n|ˈfɑːrmˌlænd|сільськогосподарські угіддя
field|n|fiːld|поле; ділянка
fish|n|fɪʃ|риба
flood|n|flʌd|повінь; затоплення
flower|n|ˈflaʊər|квітка
forest|n|ˈfɒrɪst|ліс; лісова місцевість
freeze|v|friːz|заморожувати; мерзнути
giraffe|n|dʒɪˈræf|жираф
hill|n|hɪl|пагорб
lake|n|leɪk|озеро
land|n/v|lænd|земля; приземлятися
leaf|n|liːf|листок; листя
lion|n|ˈlaɪən|лев
mice|n|maɪs|миші
monkey|n|ˈmʌŋki|мавпа
moon|n|muːn|місяць
mountain|n|ˈmaʊntən|гора
mouse|n|maʊs|миша
nature|n|ˈneɪʧər|природа
planet|n|ˈplænɪt|планета
plant|n|plɑːnt|рослина
pollution|n|pəˈluːʃən|забруднення
rabbit|n|ˈræbɪt|кролик
rainforest|n|ˈreɪnˌfɒrɪst|тропічний ліс
range|n|reɪndʒ|діапазон; гряда
river|n|ˈrɪvər|річка
rock|n|rɒk|скеля; камінь
sand|n|sænd|пісок
scenery|n|ˈsiːnəri|пейзаж; декорації
shark|n|ʃɑːrk|акула
sky|n|skaɪ|небо
soil|n|sɔɪl|ґрунт; земля
spring|n|sprɪŋ|весна
star|n|stɑːr|зірка
stone|n|stoʊn|камінь
summer|n|ˈsʌmər|літо
sun|n|sʌn|сонце
sunlight|n|ˈsʌnˌlaɪt|сонячне світло
sunrise|n|ˈsʌnˌraɪz|схід сонця
sunset|n|ˈsʌnˌsɛt|захід сонця
sunshine|n|ˈsʌnˌʃaɪn|сонячне світло; сонячний день
tiger|n|ˈtaɪɡər|тигр
tree|n|triː|дерево
valley|n|ˈvæli|долина
waterfall|n|ˈwɔːtəfɔːl|водоспад
waves|n|weɪvz|хвилі
wild|adj|waɪld|дикий
wildlife|n|ˈwaɪldˌlaɪf|дикі тварини; дикі природи
winter|n|ˈwɪntər|зима
zebra|n|ˈziːbrə|зебра

Category: Travel and Transport
abroad|adv|əˈbrɔːd|за кордоном
accommodation|n|əˌkɒməˈdeɪʃn|житло; розміщення
airline|n|ˈeərlaɪn|авіакомпанія
airport|n|ˈeərpɔːrt|аеропорт
ambulance|n|ˈæmbjʊləns|швидка допомога
announcement|n|əˈnaʊnsmənt|оголошення
arrival|n|əˈraɪvl|прибуття
arrive|v|əˈraɪv|прибувати
at sea|prep|ət ˈsiː|у морі
backpack|n|ˈbækpæk|рюкзак
bag|n|bæɡ|сумка; мішок
baggage|n|ˈbæɡɪdʒ|багаж
bicycle|n|ˈbaɪsɪkəl|велосипед
bike|n|baɪk|велосипед; мотоцикл
board|n|bɔːd|дошка; рада
boarding pass|n|ˈbɔːdɪŋ pɑːs|посадковий талон
boat|n|boʊt|човен; лодка
border|n|ˈbɔːrdər|кордон
brochure|n|ˈbroʊʃər|брошура
bus station|n|bʌs ˈsteɪʃən|автобусна станція
bus stop|n|bʌs stɒp|автобусна зупинка
bus|n|bʌs|автобус
by air|prep|baɪ ˈeər|повітрям
by land|prep|baɪ ˈlænd|сухопутним шляхом
by rail|prep|baɪ ˈreɪl|залізницею
by road|prep|baɪ ˈroʊd|автомобільним шляхом
by sea|prep|baɪ ˈsiː|морем
cab|n|kæb|таксі; кабріолет
cabin|n|ˈkæbɪn|каюта; хатина
canal|n|kəˈnæl|канал
